ISSN,Título,Estrato,quadrienio
2359-1552,REVISTA POLÍTICAS PÚBLICAS & CIDADES,B1,2021-2024
2359-1919,REGA - REVISTA DE GESTÃO DE ÁGUA DA AMÉRICA LATINA,B1,2021-2024
2359-232X,REVISTA BRASILEIRA DE INICIAÇÃO CIENTÍFICA,A3,2021-2024
2359-2494,REVISTA COM CENSO ESTUDOS EDUCACIONAIS DO DISTRITO FEDERAL,A4,2021-2024
2359-277X,REVISTA EDUCAÇÃO E LINGUAGEM,B1,2021-2024
2359-4292,ARCHIVES OF ENDOCRINOLOGY AND METABOLISM,B2,2021-2024
2359-4381,ENSINO & PESQUISA,A3,2021-2024
2359-4748,"REVISTA BRASILEIRA DE CIÊNCIA, TECNOLOGIA E INOVAÇÃO",B3,2021-2024
2359-4802,INTERNATIONAL JOURNAL OF CARDIOVASCULAR SCIENCES (PRINT),B3,2021-2024
2363-9512,PROGRESS IN ADDITIVE MANUFACTURING,A2,2021-2024
2364-0502,YEARBOOK OF MEDICAL INFORMÁTICA (INTERNET),B1,2021-2024
2364-415X,INTERNATIONAL JOURNAL OF DATA SCIENCE AND ANALYTICS,A2,2021-2024
2364-7108,OPEN JOURNAL OF INTERNET OF THINGS (OJIOT),B2,2021-2024
2364-8228,APPLIED NETWORK SCIENCE,A2,2021-2024
2365-9440,INTERNATIONAL JOURNAL OF EDUCATIONAL TECHNOLOGY IN HIGHER EDUCATION,A1,2021-2024
2366-5971,INTERNATIONAL JOURNAL OF INTELLIGENT ROBOTICS AND APPLICATION,B1,2021-2024
2369-2960,JMIR PUBLIC HEALTH AND SURVEILLANCE,A1,2021-2024
2369-3762,JMIR MEDICAL EDUCATION,A1,2021-2024
2374-0353,ACM TRANSACTIONS ON SPATIAL ALGORITHMS AND SYSTEMS,A1,2021-2024
2375-2548,SCIENCE ADVANCES,A1,2021-2024
2375-4931,PAPERS IN APPLIED GEOGRAPHY,A4,2021-2024
2376-3639,ACM TRANSACTIONS ON MODELING AND PERFORMANCE EVALUATION OF COMPUTING SYSTEMS,A4,2021-2024
2376-5992,PEERJ COMPUTER SCIENCE,A2,2021-2024
2377-3766,IEEE ROBOTICS AND AUTOMATION LETTERS,A1,2021-2024
2377-3782,IEEE TRANSACTIONS ON SUSTAINABLE COMPUTING,A1,2021-2024
2378-0231,SOCIUS (ONLINE),A1,2021-2024
2378-962X,ACM TRANSACTIONS ON CYBER-PHYSICAL SYSTEMS,A2,2021-2024
2379-5077,MSYSTEMS,A1,2021-2024
2379-8904,IEEE TRANSACTIONS ON INTELLIGENT VEHICLES,A1,2021-2024
2382-3704,MAMMALOGY NOTES,B4,2021-2024
2386-8570,INTERNATIONAL JOURNAL OF SCIENTIFIC MANAGEMENT AND TOURISM,C,2021-2024
2391-6060,OPERATIONS RESEARCH AND DECISIONS,B3,2021-2024
2397-3374,NATURE HUMAN BEHAVIOUR,A1,2021-2024
2397-3498,THE DOWNSIDE REVIEW: SAGE JOURNALS,B3,2021-2024
2398-6247,INFORMATION DISCOVERY AND DELIVERY (PRINT),A2,2021-2024
2399-3642,COMMUNICATIONS BIOLOGY,A1,2021-2024
2399-4908,INTERNATIONAL JOURNAL OF POPULATION DATA SCIENCE (IJPDS),A4,2021-2024
2399-8083,ENVIRONMENT AND PLANNING B: URBAN ANALYTICS AND CITY SCIENCE,A1,2021-2024
2399-8091,ENVIRONMENT AND PLANNING B: URBAN ANALYTICS AND CITY SCIENCE ONLINE,A1,2021-2024
2405-8440,HELIYON,A2,2021-2024
2405-9595,ICT EXPRESS,A1,2021-2024
2411-2933,INTERNATIONAL JOURNAL FOR INNOVATION EDUCATION AND RESEARCH,C,2021-2024
2411-3123,INTERNATIONAL JOURNAL FOR INNOVATION EDUCATION AND RESEARCH,C,2021-2024
2411-5134,INVENTIONS,C,2021-2024
2414-4088,MULTIMODAL TECHNOLOGIES INTERACT,C,2021-2024
2415-6698,"ADVANCES IN SCIENCE, TECHNOLOGY AND ENGINEERING SYSTEMS JOURNAL",C,2021-2024
2430-3658,RESCIENCE,C,2021-2024
2436-8539,CULTURAL ARTS RESEARCH AND DEVELOPMENT,C,2021-2024
2444-8729,EDUCATION IN THE KNOWLEDGE SOCIETY - EKS,A3,2021-2024
2446-4740,RESEARCH ON BIOMEDICAL ENGINEERING,A4,2021-2024
2446-7634,REVISTA ELETRÔNICA ARGENTINA-BRASIL DE TECNOLOGIAS DA INFORMAÇÃO E DA COMUNICAÇÃO,B3,2021-2024
2446-774X,REVISTA DE ESTUDOS E PESQUISAS SOBRE ENSINO TECNOLÓGICO,A2,2021-2024
2446-8738,GESTÃO E DESENVOLVIMENTO EM REVISTA,B3,2021-2024
2446-9424,REVISTA INTERNACIONAL DE EDUCAÇÃO SUPERIOR,A2,2021-2024
2446-9491,REVISTA GUARÁ,A1,2021-2024
2446-9580,REVISTA PRODUÇÃO E DESENVOLVIMENTO,A3,2021-2024
2447-0740,REVISTA GEAMA (ONLINE),B1,2021-2024
2447-0961,CONTEMPORÂNEA - REVISTA DE ÉTICA E FILOSOFIA POLÍTICA,C,2021-2024
2447-2573,REVISTA BRASILEIRA DE NEUROLOGIA,B3,2021-2024
2447-2689,REMAT: REVISTA ELETRÔNICA DA MATEMÁTICA,B1,2021-2024
2447-3073,MIX SUSTENTÁVEL (ONLINE),A2,2021-2024
2447-4193,REVISTA BRASILEIRA DE POLÍTICA E ADMINISTRAÇÃO DA EDUCAÇÃO,A1,2021-2024
2447-5246,EDUCAÇÃO EM FOCO (UFJF) ONLINE,A3,2021-2024
2447-5580,BRAZILIAN JOURNAL OF PRODUCTION ENGINEERING,B2,2021-2024
2447-6811,INSTITUTO DE ENGENHARIA NUCLEAR: PROGRESS REPORT,B3,2021-2024
2447-7451,INTERNATIONAL JOURNAL OF BUSINESS MARKETING,B2,2021-2024
2447-8733,"REVISTA DE ENSINO, EDUCAÇÃO E CIÊNCIAS HUMANAS",A3,2021-2024
2447-9047,DIÁLOGOS POSSÍVEIS (ONLINE),A4,2021-2024
2447-9187,REVISTA PRINCIPIA,B2,2021-2024
2447-9926,REVISTA DO INSTITUTO DE HERMENÊUTICA JURÍDICA,B1,2021-2024
2448-0916,CADERNOS CAJUÍNA,A3,2021-2024
2448-0959,REVISTA CIENTÍFICA MULTIDISCIPLINAR NÚCLEO DO CONHECIMENTO,C,2021-2024
2448-167X,REM - INTERNATIONAL ENGINEERING JOURNAL,A4,2021-2024
2448-1904,REVISTA COMING - COMMUNICATIONS AND INNOVATIONS GAZETTE,C,2021-2024
2448-2889,REVISTA LIVRE DE SUSTENTABILIDADE E EMPREENDEDORISMO,B2,2021-2024
2451-9588,COMPUTERS IN HUMAN BEHAVIOR REPORTS,A1,2021-2024
2452-0144,GENE REPORTS,B2,2021-2024
2452-2198,RHIZOSPHERE,A2,2021-2024
2452-2929,WORLD DEVELOPMENT PERSPECTIVES,A2,2021-2024
2454-2008,INTERNATIONAL JOURNAL OF SCIENCE AND RESEARCH METHODOLOGY,C,2021-2024
2454-4698,INTERNATIONAL JOURNAL OF ENGINEERING AND TECHNICAL RESEARCH (PRINT),C,2021-2024
2456-1908,INTERNATIONAL JOURNAL OF ADVANCED ENGINEERING RESEARCH AND SCIENCE,C,2021-2024
2456-2165,INTERNATIONAL JOURNAL OF INNOVATIVE SCIENCE AND RESEARCH TECHNOLOGY,C,2021-2024
2458-9403,JOURNAL OF MULTIDISCIPLINARY ENGINEERING SCIENCE AND TECHNOLOGY,C,2021-2024
2462-8603,PRAXIS & SABER: REVISTA DE INVESTIGACIÓN Y PEDAGOGIA,A1,2021-2024
2468-0427,INFECTIOUS DISEASE MODELLING,A2,2021-2024
2468-0540,NON-CODING RNA RESEARCH (ONLINE),A2,2021-2024
2468-0672,HARDWAREX,A3,2021-2024
2468-4376,JOURNAL OF INFORMATION SYSTEMS ENGINEERING & MANAGEMENT,B3,2021-2024
2468-6964,ONLINE SOCIAL NETWORKS AND MEDIA,A1,2021-2024
2469-7281,IEEE JOURNAL OF RADIO FREQUENCY IDENTIFICATION,A3,2021-2024
2469-9926,PHYSICAL REVIEW A,A2,2021-2024
2469-9950,PHYSICAL REVIEW B: COVERING CONDENSED MATTER AND MATERIALS PHYSICS,A2,2021-2024
2470-0045,"PHYSICAL REVIEW E: COVERING STATISTICAL, NONLINEAR, BIOLOGICAL, AND SOFT MATTER PHYSICS",A2,2021-2024
2470-6566,SIAM JOURNAL ON APPLIED ALGEBRA AND GEOMETRY (ONLINE),A2,2021-2024
2471-2531,INAUGURAL REVIEW SERIES,A1,2021-2024
2471-2566,ACM TRANSACTIONS ON PRIVACY AND SECURITY,A3,2021-2024
2471-2825,IEEE COMMUNICATIONS STANDARDS MAGAZINE (PRINT),A1,2021-2024
2471-2833,IEEE COMMUNICATIONS STANDARDS MAGAZINE,A1,2021-2024
2471-285X,IEEE TRANSACTIONS ON EMERGING TOPICS IN COMPUTATIONAL INTELLIGENCE,A1,2021-2024
2472-1751,NETWORK NEUROSCIENCE,A1,2021-2024
2473-2400,IEEE TRANSACTIONS ON GREEN COMMUNICATIONS AND NETWORKING,A1,2021-2024
2473-2907,"JOURNAL OF TRANSPORTATION ENGINEERING, PART A: SYSTEMS",A4,2021-2024
2473-9529,BLOOD ADVANCES,A1,2021-2024
2475-1456,IEEE CONTROL SYSTEMS LETTERS,A2,2021-2024
2475-1472,IEEE SENSORS LETTERS,A3,2021-2024
2475-1502,IEEE TRANSACTIONS ON GAMES,A3,2021-2024
2475-4455,PLANT DIRECT,A2,2021-2024
2475-9066,THE JOURNAL OF OPEN SOURCE SOFTWARE,A1,2021-2024
2476-1249,PROCEEDINGS OF THE ACM ON MEASUREMENT AND ANALYSIS OF COMPUTING SYSTEMS,A4,2021-2024
2476-1508,INTERNET TECHNOLOGY LETTERS,B1,2021-2024
2500-6177,REVISTA GERENCIA Y POLÍTICAS DE SALUD (RGPS),B2,2021-2024
2500-7645,REVISTA CIENTÍFICA GENERAL JOSÉ MARÍA CÓRDOVA,A4,2021-2024
2504-0537,FRONTIERS IN RESEARCH METRICS AND ANALYTICS,C,2021-2024
2504-110X,DIGITAL BIOMARKERS (ONLINE),A1,2021-2024
2504-2289,BIG DATA AND COGNITIVE COMPUTING,C,2021-2024
2504-284X,FRONTIERS IN EDUCATION,C,2021-2024
2504-446X,DRONES,A4,2021-2024
2509-4971,JOURNAL OF HEALTHCARE INFORMATICS RESEARCH,A1,2021-2024
2510-2044,COMPUTING AND SOFTWARE FOR BIG SCIENCE,A2,2021-2024
2515-0464,INTERNATIONAL JOURNAL OF HYDROMECHATRONICS (PRINT),A4,2021-2024
2515-4184,MOLECULAR OMICS,A3,2021-2024
2515-4230,CLEAN ENERGY (PRINT),A4,2021-2024
2516-6425,JORNAL INTERNACIONAL DE BLOCKCHAINS E CRIPTOMOEDAS,B2,2021-2024
2517-5025,IN SILICO PLANTS,A2,2021-2024
2517-5599,ADVANCES IN COMBINATORICS,A1,2021-2024
2520-8454,SURGICAL AND EXPERIMENTAL PATHOLOGY,B2,2021-2024
2520-8497,POLYTECHNICA,B4,2021-2024
2522-5839,NATURE MACHINE INTELLIGENCE,A1,2021-2024
2523-3939,JOURNAL OF VIBRATION ENGINEERING & TECHNOLOGIES,A4,2021-2024
2523-3963,SN APPLIED SCIENCES,A1,2021-2024
2524-4671,ANIMAL MICROBIOME,A1,2021-2024
2524-4906,QUANTUM MACHINE INTELLIGENCE,A1,2021-2024
2524-6372,ENVIRONMENTAL MICROBIOME,A1,2021-2024
2524-8154,MATERIALS CIRCULAR ECONOMY,A3,2021-2024
2525-3166,LÍBERO,A4,2021-2024
2525-3263,REVISTA INDISCIPLINAR,B2,2021-2024
2525-328X,REVISTA DA AGU (ONLINE),A4,2021-2024
2525-3409,"RESEARCH, SOCIETY AND DEVELOPMENT",C,2021-2024
2525-3468,INFORMAÇÃO EM PAUTA,A3,2021-2024
2525-3522,"REVISTA CARIOCA DE CIÊNCIA, TECNOLOGIA E EDUCAÇÃO",A3,2021-2024
2525-3654,INTERNATIONAL JOURNAL OF PROFESSIONAL BUSINESS REVIEW,C,2021-2024
2525-376X,REVISTA DE GRADUAÇÃO DA USP,B3,2021-2024
2525-4146,PROJECTUS,B4,2021-2024
2525-4251,REVISTA DE ENGENHARIA E PESQUISA APLICADA,B2,2021-2024
2525-4332,REVISTA DE INICIAÇÃO À DOCÊNCIA,B1,2021-2024
2525-4553,"REVISTA SCIENTIA: CIÊNCIA, INFORMAÇÃO, HABILIDADE E CONHECIMENTO",B1,2021-2024
2525-4782,"REVISTA MUNDI ENGENHARIA, TECNOLOGIA E GESTÃO",B2,2021-2024
2525-5304,ORFEU,A1,2021-2024
2525-6092,REVISTA RURAL E URBANO - UFPE,B2,2021-2024
2525-7757,REVISTA NAVA,A1,2021-2024
2525-815X,JOURNAL OF ENVIRONMENTAL ANALYSIS AND PROGRESS,B2,2021-2024
2525-8222,REVISTA PESQUISA QUALITATIVA,A1,2021-2024
2525-8761,BRAZILIAN JOURNAL OF DEVELOPMENT,C,2021-2024
2525-9555,REVISTA SISTEMAS E MÍDIAS DIGITAIS,C,2021-2024
2525-9563,REVISTA DE SAÚDE DIGITAL E TECNOLOGIAS EDUCACIONAIS,B4,2021-2024
2526-1010,JOURNAL HEALTH NPEPS,B1,2021-2024
2526-2149,REVISTA PRÁTICA DOCENTE,A3,2021-2024
2526-2289,REVISTA GESTÃO E ORGANIZAÇÕES (REGOR),B3,2021-2024
2526-3528,REVISTA DE ADMINISTRAÇÃO EM SAÚDE (ONLINE),B3,2021-2024
2526-4036,MÚLTIPLOS ACESSOS - REVISTA CIENTÍFICA INTERDISCIPLINAR,B2,2021-2024
2526-4281,FACIT BUSINESS AND TECHNOLOGY JOURNAL,A2,2021-2024
2526-5830,REVISTA IPT,B2,2021-2024
2526-6136,EDUCAÇÃO MATEMÁTICA DEBATE,A2,2021-2024
2526-6578,REVISTA ENCONTROS UNIVERSITÁRIOS DA UFC,B4,2021-2024
2526-8236,PESQUISA E ENSINO EM CIÊNCIAS EXATAS E DA NATUREZA,C,2021-2024
2526-8384,REVISTA GESTÃO DO CONHECIMENTO E TECNOLOGIA DA INFORMAÇÃO,B3,2021-2024
2526-9038,CARTA INTERNACIONAL,A2,2021-2024
2526-9461,BARBAQUÁ,B2,2021-2024
2526-9542,REPPE REVISTA DE PRODUTOS EDUCACIONAIS E PESQUISAS EM ENSINO,A3,2021-2024
2526-9747,FISIOTERAPIA BRASIL (ONLINE),B2,2021-2024
2526-9798,EOFTALMO (ONLINE),B4,2021-2024
2527-1075,THE JOURNAL OF ENGINEERING AND EXACT SCIENCES,A4,2021-2024
2527-2675,REVISTA BRASILEIRA MULTIDISCIPLINAR. REBRAM (ONLINE),A3,2021-2024
2531-1379,"HEMATOLOGY, TRANSFUSION AND CELL THERAPY (IMPRESSO)",A4,2021-2024
2542-6605,INTERNET OF THINGS,A1,2021-2024
2560-6921,JOURNAL OF NONLINEAR AND VARIATIONAL ANALYSIS,A1,2021-2024
2561-326X,JMIR FORMATIVE RESEARCH,A4,2021-2024
2561-3278,JMIR BIOMEDICAL ENGINEERING (ONLINE),B3,2021-2024
2561-9128,JMIR PERIOPERATIVE MEDICINE (ONLINE),B2,2021-2024
2569-2925,IACR TRANSACTIONS ON CRYPTOGRAPHIC HARDWARE AND EMBEDDED SYSTEMS,A1,2021-2024
2571-5577,APPLIED SYSTEM INNOVATION,C,2021-2024
2571-631X,VIBRATION,C,2021-2024
2571-9408,HERITAGE,C,2021-2024
2573-0142,PROCEEDINGS OF THE ACM ON HUMAN-COMPUTER INTERACTION,A1,2021-2024
2573-5152,FUTURES & FORESIGHT SCIENCE,A1,2021-2024
2573-7147,JOURNAL OF VISUAL LANGUAGES AND SENTIENT SYSTEMS,B3,2021-2024
2573-9468,WIRES FORENSIC SCIENCE,A2,2021-2024
2574-0970,ACS APPLIED NANO MATERIALS,A2,2021-2024
2576-098X,MICROBIOLOGY RESOURCE ANNOUNCEMENTS,B2,2021-2024
2576-3164,IEEE JOURNAL ON MINIATURIZATION FOR AIR AND SPACE SYSTEMS,A3,2021-2024
2576-3199,IEEE INTERNET OF THINGS MAGAZINE,A4,2021-2024
2576-5337,DIGITAL THREATS (ONLINE),A3,2021-2024
2578-1863,HUMAN BEHAVIOR AND EMERGING TECHNOLOGIES,A2,2021-2024
2581-9615,WORLD JOURNAL OF ADVANCED RESEARCH AND REVIEWS,C,2021-2024
2582-3191,ACTA SCIENTIFIC OPHTHALMOLOGY,C,2021-2024
2589-7217,ARTIFICIAL INTELLIGENCE IN AGRICULTURE,A1,2021-2024
2590-0056,ARRAY,A3,2021-2024
2590-0374,RESULTS IN APPLIED MATHEMATICS,A3,2021-2024
2590-1184,JOURNAL OF COMPUTER LANGUAGES,A4,2021-2024
2590-2911,SOCIAL SCIENCES & HUMANITIES OPEN,A1,2021-2024
2591-5312,AGENDA DE REFLEXION EN ARQUITECTURA,B2,2021-2024
2594-3553,JOURNAL OF APPLIED INSTRUMENTATION AND CONTROL,B4,2021-2024
2594-3901,ENSINO E TECNOLOGIA EM REVISTA,A4,2021-2024
2594-4754,REVISTA MACAMBIRA,B1,2021-2024
2594-4827,EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA EM REVISTA,A3,2021-2024
2594-7036,REVISTA SÍTIO NOVO,A4,2021-2024
2594-8288,REVISTA INGI,A4,2021-2024
2594-8849,REVISTA CIENTÍFICA FOZ (ONLINE),B2,2021-2024
2594-9004,REVISTA DOCÊNCIA E CIBERCULTURA,A3,2021-2024
2594-9020,GESTÃO EM CONHECIMENTO – RGC,B3,2021-2024
2594-9888,"PERSPECTIVAS EXPERIMENTAIS E CLÍNICAS, INOVAÇÕES BIOMÉDICAS E EDUCAÇÃO EM SAÚDE (PECIBES)",B3,2021-2024
2595-0622,COMUNICAÇÕES EM INFORMÁTICA,C,2021-2024
2595-1084,REVISTA AGULHAS NEGRAS,B4,2021-2024
2595-3621,BRAZILIAN APPLIED SCIENCE REVIEW,C,2021-2024
2595-4490,REVES - REVISTA RELAÇÕES SOCIAIS,A3,2021-2024
2595-4644,REVISTA DA SOCESP,B4,2021-2024
2595-5217,JOURNAL OF INFORMATION SECURITY AND CRYPTOGRAPHY (ENIGMA),B4,2021-2024
2595-573X,BRAZILIAN JOURNAL OF ANIMAL AND ENVIRONMENTAL RESEARCH,B1,2021-2024
2595-5748,BRAZILIAN JOURNAL OF TECHNOLOGY,C,2021-2024
2595-668X,REVISTA DA CGU (ONLINE),A4,2021-2024
2595-6825,BRAZILIAN JOURNAL OF HEALTH REVIEW,C,2021-2024
2595-7376,REVISTA BRASILEIRA DE ENSINO DE CIÊNCIAS E MATEMÁTICA,A2,2021-2024
2595-8178,REVISTA ELETRÔNICA DA FACULDADE INVEST DE CIÊNCIAS E TECNOLOGIA,B1,2021-2024
2595-8402,REVISTA SOCIEDADE CIENTÍFICA,B2,2021-2024
2595-9204,REVISTA SUMMAE SAPIENTIAE,B2,2021-2024
2595-9611,REVISTA MAIS EDUCAÇÃO,B3,2021-2024
2596-058X,RECITE,A3,2021-2024
2596-061X,REVISTA PROCIÊNCIAS,B3,2021-2024
2596-1934,BRAZILIAN JOURNAL OF BUSINESS,C,2021-2024
2596-2701,REVISTA DE CIÊNCIA DA COMPUTAÇÃO,B2,2021-2024
2616-8375,ITU JOURNAL,B2,2021-2024
2624-599X,ACOUSTICS (ONLINE),C,2021-2024
2624-6511,SMART CITIES,C,2021-2024
2624-7402,AGRIENGINEERING,A2,2021-2024
2624-8212,FRONTIERS IN ARTIFICIAL INTELLIGENCE,C,2021-2024
2624-831X,IOT,C,2021-2024
2624-8921,VEHICLES,C,2021-2024
2624-909X,FRONTIERS IN BIG DATA,C,2021-2024
2624-9898,FRONTIERS IN COMPUTER SCIENCE (LAUSANNE),C,2021-2024
2626-8493,INTERNATIONAL JOURNAL OF ONLINE AND BIOMEDICAL ENGINEERING (IJOE),A3,2021-2024
2630-5194,JOURNAL OF BUSINESS ADMINISTRATION RESEARCH,B4,2021-2024
2631-3316,FUTURE DRUG DISCOVERY,C,2021-2024
2631-7079,INTERNATIONAL JOURNAL OF INTELLIGENT INTERNET OF THINGS COMPUTING (ONLINE),B2,2021-2024
2631-7680,IET SMART CITIES,A1,2021-2024
2631-9810,JOURNAL OF APPLIED LOGICS - IFCOLOG JOURNAL OF LOFICS AND THEIR APPLICATIONS (PRINT),B1,2021-2024
2631-9829,JOURNAL OF APPLIED LOGICS,B1,2021-2024
2632-072X,JOURNAL OF PHYSICS: COMPLEXITY,A1,2021-2024
2632-2153,MACHINE LEARNING: SCIENCE AND TECHNOLOGY,A1,2021-2024
2632-6582,JOURNAL OF SUSTAINABILITY RESEARCH (ONLINE),A3,2021-2024
2633-6693,MICROLIFE,A3,2021-2024
2634-3797,GLOBAL STUDIES QUARTERLY,A4,2021-2024
2635-0041,BIOINFORMATICS ADVANCES (ONLINE),A3,2021-2024
2637-6407,"IEEE TRANSACTIONS ON BIOMETRICS, BEHAVIOR, AND IDENTITY SCIENCE",A1,2021-2024
2637-6415,IEEE TRANSACTIONS ON TECHNOLOGY AND SOCIETY (ONLINE),A4,2021-2024
2639-0175,DIGITAL GOVERNMENT: RESEARCH AND PRACTICE,A2,2021-2024
2640-3498,PROCEEDINGS OF MACHINE LEARNING RESEARCH,A2,2021-2024
2641-0281,MELATONIN RESEARCH,B2,2021-2024
2641-435X,DATA INTELLIGENCE (ONLINE),A1,2021-2024
2642-1577,INTERNATIONAL JOURNAL OF ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,B2,2021-2024
2642-2859,JOURNAL OF ARTIFICIAL INTELLIGENCE AND SYSTEMS,B2,2021-2024
2643-1564,PHYSICAL REVIEW RESEARCH,A1,2021-2024
2643-4512,INTERNATIONAL ARCHIVES OF PUBLIC HEALTH AND COMMUNITY MEDICINE,B4,2021-2024
2644-1225,IEEE OPEN JOURNAL OF CIRCUITS AND SYSTEMS,A4,2021-2024
2644-125X,IEEE OPEN JOURNAL OF THE COMMUNICATIONS SOCIETY,A1,2021-2024
2644-1268,IEEE OPEN JOURNAL OF THE COMPUTER SOCIETY (ONLINE),A1,2021-2024
2644-1330,IEEE OPEN JOURNAL OF VEHICULAR TECHNOLOGY,A1,2021-2024
2645-9248,JOURNAL OF IDEAS IN HEALTH,C,2021-2024
2658-5316,RUSSIAN JOURNAL OF NONLINEAR DYNAMICS,B2,2021-2024
2661-8907,SN COMPUTER SCIENCE,A2,2021-2024
2662-9283,SN SOCIAL SCIENCES,B1,2021-2024
2662-9399,SN BUSINESS & ECONOMICS,A3,2021-2024
2662-995X,SN COMPUTER SCIENCE,A2,2021-2024
2662-9992,HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS,A1,2021-2024
2665-9638,SOFTWARE IMPACTS,B2,2021-2024
2666-0164,CASE STUDIES IN CHEMICAL AND ENVIRONMENTAL ENGINEERING,A1,2021-2024
2666-1438,LATIN AMERICAN JOURNAL OF CENTRAL BANKING,A4,2021-2024
2666-1667,STAR PROTOCOLS,B1,2021-2024
2666-2817,FORENSIC SCIENCE INTERNATIONAL: DIGITAL INVESTIGATION,A1,2021-2024
2666-3546,"BRAIN, BEHAVIOR, & IMMUNITY - HEALTH",A1,2021-2024
2666-3899,PATTERNS,A1,2021-2024
2666-5212,INTELLIGENCE-BASED MEDICINE (ONLINE),A3,2021-2024
2666-5395,OPEN CERAMICS,A2,2021-2024
2666-5441,ARTIFICIAL INTELLIGENCE IN GEOSCIENCES,A3,2021-2024
2666-5573,COMPUTERS AND EDUCATION OPEN,A1,2021-2024
2666-7207,RESULTS IN CONTROL AND OPTIMIZATION,B1,2021-2024
2666-7649,DATA SCIENCE AND MANAGEMENT (ONLINE),A2,2021-2024
2666-8270,MACHINE LEARNING WITH APPLICATIONS,A2,2021-2024
2666-8319,TALANTA OPEN,A2,2021-2024
2666-9129,ADVANCES IN INDUSTRIAL AND MANUFACTURING ENGINEERING,A3,2021-2024
2666-920X,COMPUTERS AND EDUCATION: ARTIFICIAL INTELLIGENCE,A1,2021-2024
2666-9900,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINE UPDATE,A4,2021-2024
2667-0313,PHYTOMEDICINE PLUS,A3,2021-2024
2667-0968,INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT DATA INSIGHTS,A1,2021-2024
2667-1026,INTELLIGENT MEDICINE,A2,2021-2024
2667-1131,SOLAR ENERGY ADVANCES,A4,2021-2024
2667-193X,THE LANCET REGIONAL HEALTH - AMERICAS,A2,2021-2024
2667-2901,CELLS & DEVELOPMENT (ONLINE),B1,2021-2024
2667-3053,INTELLIGENT SYSTEMS WITH APPLICATIONS (ISWA),A2,2021-2024
2667-3185,ARTIFICIAL INTELLIGENCE IN THE LIFE SCIENCES,A4,2021-2024
2667-3452,INTERNET OF THINGS AND CYBER-PHYSICAL SYSTEMS (ONLINE),A1,2021-2024
2668-3245,INTERNATIONAL JOURNAL OF USER-SYSTEM INTERACTION (IJUSI) (PRINT),B3,2021-2024
2673-253X,FRONTIERS IN DIGITAL HEALTH,A3,2021-2024
2673-2688,AI,C,2021-2024
2673-3951,MODELLING,B2,2021-2024
2673-4001,TELECOM,C,2021-2024
2673-4052,AUTOMATION,B2,2021-2024
2673-4087,NEUROSCI,C,2021-2024
2673-4117,ENG,B3,2021-2024
2673-5067,FRONTIERS IN SENSORS,C,2021-2024
2673-530X,FRONTIERS IN COMMUNICATIONS AND NETWORKS,C,2021-2024
2673-5601,IMMUNO,A4,2021-2024
2673-611X,FRONTIERS IN CONSERVATION SCIENCE,A4,2021-2024
2673-6268,FRONTIERS IN CONTROL ENGINEERING,B3,2021-2024
2673-6284,BIOTECH,B2,2021-2024
2673-7086,GEOGRAPHIES,C,2021-2024
2673-7515,FRONTIERS IN TROPICAL DISEASES,B4,2021-2024
2673-7647,FRONTIERS IN BIOINFORMATICS,A3,2021-2024
2673-8007,APPLIED MICROBIOLOGY,C,2021-2024
2673-9909,APPLIEDMATH,C,2021-2024
2673-9984,PHYSICAL SCIENCES FORUM,C,2021-2024
2674-0338,FRONTIERS IN DRUG DISCOVERY (LAUSANNE),C,2021-2024
2674-113X,SOFTWARE (ONLINE),C,2021-2024
2674-5895,REVISTA DE GESTÃO DOS PAÍSES DE LÍNGUA PORTUGUESA,B2,2021-2024
2674-5976,REVISTA NOVA PAIDEIA,A4,2021-2024
2674-8703,REVISTA DE ESTUDOS INTERDISCIPLINARES,A4,2021-2024
2674-9297,LATIN AMERICAN JOURNAL OF DEVELOPMENT,C,2021-2024
2674-9564,REVISTA BRASILEIRA DE ECONOMIA SOCIAL E DO TRABALHO,B3,2021-2024
2675-021X,JOURNAL OF EVIDENCE-BASED HEALTHCARE,B4,2021-2024
2675-1488,BOLETIM DE CONJUNTURA - BOCA,C,2021-2024
2675-1828,REVISTA BRASILEIRA EM TECNOLOGIA DA INFORMAÇÃO,A4,2021-2024
2675-1909,"REMATEC. REVISTA DE MATEMÁTICA, ENSINO E CULTURA (ONLINE)",A3,2021-2024
2675-1933,REVISTA PESQUISA & ENSINO,A4,2021-2024
2675-2824,OCEAN AND COASTAL RESEARCH,B2,2021-2024
2675-3375,"REVISTA IBERO-AMERICANA DE HUMANIDADES, CIÊNCIAS E EDUCAÇÃO",A3,2021-2024
2675-4126,LYNX,B3,2021-2024
2675-4630,REVISTA CURRÍCULO E DOCÊNCIA,B2,2021-2024
2675-5211,REVISTA CIENTÍFICA SISTEMÁTICA,B2,2021-2024
2675-5459,SOUTH FLORIDA JOURNAL OF DEVELOPMENT,C,2021-2024
2675-6218,RECIMA21,A4,2021-2024
2675-6404,REVISTA SCIENTIARUM HISTORIA,A4,2021-2024
2675-6722,REVISTA INTERNACIONAL EDUCON,A4,2021-2024
